,CreationDate,text
133,2008-08-06T15:24:00Z, p from a href http www timocracy com articles calling invoking rails rake tasks from within ruby for testing try timocracy com a p pre code require rake require rake rdoctask require rake testtask require tasks rails def capture_stdout s stringio new oldstdout stdout stdout s yield s string ensure stdout oldstdout end rake application rake_require lib tasks metric_fetcher results capture_stdout rake application metric_fetcher invoke code pre 
134,2008-08-06T15:42:19Z, p if i understand your question you want to affect what columns are returned first second third etc in strong existing strong queries right p p if all of your queries are written with select from table then they will show up in the output as they are layed out in sql if your queries are written with select field field from table then the order they are layed out in sql does not matter p 
135,2008-08-06T15:46:49Z, p go to a href http www fogbugz com rel nofollow http www fogbugz com a then at the bottom under try it sign up p p under settings gt your fogbugz hosted account it should either already say payment information using student and startup edition or there should be some option link to turn on the student and startup edition p p and yes it s not only for students and startups i asked their support p p disclaimer i m not affiliated with fogcreek and joel did not just deposit money in my account p 
136,2008-08-06T16:07:06Z, p we use nunit and a href http mbunit com rel nofollow mbunit a here we use a href http testdriven net rel nofollow testdriven net a to run the unit tests from within visual studio we use the excellent highly recommended a href http www ayende com projects rhino mocks downloads aspx rel nofollow rhinomocks a as a mock framework p 
137,2008-08-06T16:28:19Z, p if you don t want to use the dlr you can a href http docs codehaus org display boo boo as an embedded scripting language rel nofollow use boo which has an interpreter a or you could consider a href http www codeplex com scriptdotnet rel nofollow the script net s project on codeplex a with the boo solution you can choose between compiled scripts or using the interpreter and boo makes a nice scripting language has a flexible syntax and an extensible language via its open compiler architecture script net looks nice too though and you could easily extend that language as well as its an open source project and uses a very friendly compiler generator a href http www codeplex com irony rel nofollow irony net a p 
138,2008-08-06T18:44:55Z, p you didn t mention for what os but the a href http www microsoft com downloads details aspx familyid bb a ac c bf a eaa amp displaylang en rel nofollow title microsoft download center wmi redistributable components version a definitely exists p p for windows server the wmi sdk and redistributables are part of the a href http www microsoft com downloads details aspx familyid e b e eb f be d a amp displaylang en rel nofollow title windows server sdk full download server sdk a p p em i believe em that the same is true for the a href http www microsoft com downloads details aspx familyid f b aa a a be fa bdbf amp displaylang en rel nofollow title microsoft download center server sdk a p 
139,2008-08-06T21:03:00Z, p i used to use nunit but i switched to mbunit since it has more features i love rowtest it lets you parametrize your tests nunit does have a litter bit better tool support though i am using resharper to run mbunit tests i ve had problems with testdriven net running my setup methods for mbunit p 
140,2008-08-06T23:29:21Z, p if you are talking about ms sql server tables i like the diagram support in sql server management studio you just drag the tables from the explorer onto the canvas and they are laid out for you along with lines for relationships you ll have to do some adjusting by hand for the best looking diagrams but it is a decent way to get diagrams p 
141,2008-08-06T23:36:58Z, p i am a big fan of embarcadero s a href http www embarcadero com products er studio rel nofollow er studio a it is very powerful and produces excellent on screen as well as printed results they have a free trial as well so you should be able to get in and give it a shot without too much strife p p good luck p 
142,2008-08-06T23:40:47Z, p toad data modeller from quest does a nice job on this and is reasonably priced embarcadero e r studio is good too as bruce mentioned p 
143,2008-08-07T00:08:31Z, p op asked about diagramming views and view dependencies sql management studio and enterprise manager doesn t allow you to diagram views i can t vouch for the other tools p p the linq to sql designer for visual studio does allow you to drop views on the design surface but there isn t a easy way to model the dependencies between the views i m not sure which tool has this type of diagramming functionality you could take a look at red gate s sqldoc tool but it just provides text based output p 
144,2008-08-07T00:20:41Z, p we use findbugs and jdepend integrated with ant we use junit but we re not using any coverage tool p p i m not using it integrated to rational application developer the ide i m using to develop j ee applications because i like how neat it looks when you run javac in the windows console p p 
145,2008-08-07T00:37:04Z, p there are three key components assuming ur using sql server p ul li code sqlconnection code li li code sqlcommand code li li code sqldatareader code li ul p if you re using something else replace code sql code with something like code mysqlconnection code code oraclecommand code p p everything else is just built on top of that p p strong example strong p pre code using sqlconnection connection new sqlconnection connection string using sqlcommand command new sqlcommand command commandtext select name from users where status onlinestatus command connection connection command parameters add onlinestatus sqldbtype int value replace with enum connection open using sqldatareader dr command executereader list lt gt onlineusers new list lt gt while dr read onlineusers add dr getstring code pre p strong example strong p pre code using sqlconnection connection new sqlconnection connection string using sqlcommand command new sqlcommand command commandtext delete from users where email email command connection connection command parameters add email sqldbtype varchar value user host com connection open command executenonquery code pre 
146,2008-08-07T01:05:56Z, p the datagrid was originally in net the gridview was introduced and replaced the datagrid in net they provide nearly identical functionality p 
147,2008-08-07T01:06:22Z, p datagrid was an asp net control still supported gridview arrived in made certain tasks simpler added different databinding features p p this link has a comparison of datagrid and gridview features p p a href https msdn microsoft com en us library yye k v vs aspx rel nofollow https msdn microsoft com en us library yye k v vs aspx a p 
148,2008-08-07T02:46:16Z, p like everything else it is environmental and depends on the use of the system the question you need to ask your self is p ol li will this be actively developed li li is this going to be used over the course of many years and expanded on li li is the expansion of the application unknown and thus infinite li ol p really it comes down to laziness how much time to do you want to spend reworking the system from the ui because having no business layer means duplication of rules in your ui across possibility many many pages p p then again if this is a proof of concept or short demo or class project take the easy way out p 
149,2008-08-07T02:48:48Z, p it s acceptable as long as you understand the consequences the main reason you d have a bll is to re use that logic elsewhere throughout your application p p if you have all that validation logic in the presentation code you re really making it difficult to re use elsewhere within your application p 
150,2008-08-07T02:49:53Z, p acceptable depends who you ask and what your requirements are is this app an internal one off used by you and a few other people maybe this is good enough if it s meant to be a production ready enterprise application that will grow and be maintained over the years then you probably want to invest more effort up front to build a maintainable app p p separation of concerns is a key design technique for building maintainable apps by mixing presentation business and data access logic all together you can end up with a very fragile difficult to change application architecture p 
151,2008-08-07T06:40:28Z, p if you are looking to find out which dll s your target machine is missing then use depends exe which used to come with msdev but can also be found a href http dependencywalker com rel nofollow here a testing this on a few target machines should tell you which dll s you need to package with your application p 
152,2008-08-07T07:17:55Z, p well those features are specific to a tool that you are using for development in those languages p p you wouldn t have those tools if for example you were using notepad to write code so maybe you should ask the question for the tool you are using p p for php a href http webservices xml com pub a ws phpws html rel nofollow http webservices xml com pub a ws phpws html a p 
153,2008-08-07T07:18:26Z, p a href http checkstyle sourceforge net rel nofollow checkstyle a is another one i ve used at a previous company it s mainly for style checking but it can do some static analysis too also a href http www atlassian com software clover rel nofollow clover a for code coverage though be aware it is not a free tool p 
154,2008-08-07T07:21:49Z, p we are using findbugs and checkstyle as well as clover for code coverage p p i think it s important to have some kind of static analysis supporting your development unfortunately it s still not widely spread that these tools are important p 
155,2008-08-07T12:03:42Z, p you need to create an extension method which requires net the method needs to be static in a static class the first parameter of the method needs to be prefixed with this in the signature p pre code public static string mymethod this string input br br do things br br code pre p you can then call it like p pre code asdfas mymethod br code pre 
156,2008-08-07T12:04:11Z, p you can t dynamically add methods to existing objects or classes in net except by changing the source for that class p p you can however in c use extension methods which em look em like new methods but are compile time magic p p to do this for your code p pre code public static class stringextensions br br public static string trim this string s br br return s trim br br br code pre p to use it p pre code string s test br s s trim br code pre p this looks like a new method but will compile the exact same way as this code p pre code string s test br s stringextensions trim s br code pre p what exactly are you trying to accomplish perhaps there are better ways of doing what you want p 
157,2008-08-07T12:04:14Z, p using the compiler you can use an extension method p pre code public static void trim this string s br br implementation br br code pre p you can use this on a clr targeted project compiler by including this hack p pre code namespace system runtime compilerservices br br attributeusage attributetargets method attributetargets class attributetargets assembly br public sealed class extensionattribute attribute br br br br code pre 
158,2008-08-07T12:09:02Z, p it sounds like you re talking about c s extension methods you add functionality to existing classes by inserting the this keyword before the first parameter the method has to be a static method in a static class strings in net already have a trim method so i ll use another example p pre code public static class mystringetensions public static bool containsmabster this string s return s contains mabster code pre p so now every string has a tremendously useful containsmabster method which i can use like this p pre code if why hello there mabster containsmabster code pre p note that you can also add extension methods to interfaces eg ilist which means that any class implementing that interface will also pick up that new method p p any extra parameters you declare in the extension method after the first this parameter are treated as normal parameters p 
159,2008-08-07T13:05:01Z, p edit perhaps add a dvcs distrubutedversioncontrol distrubuted p p i ve used mercurial on windows with no problems you can use tortoisehg or just use the command line mercurial does require python but that is easy to install in windows as well p p a href http www selenic com mercurial wiki index cgi binarypackages head adac dc bb eac d c b d f rel nofollow mercurial binary packages a p 
160,2008-08-07T13:11:06Z, p i wrote a code powershell code provider to give me access to code ie code s code rss code feed store and had lots of fun with it it lets me code cd code to a drive called feed and navigate around folders and feeds using cd and dir it even lets you add or remove feeds from the command line p p see this post on my blog as an example p p a href http www madprops org blog getting the most prolific authors in your feeds rel nofollow getting the most prolific authors in your feeds a p p it s rolled up into the code powershell code community extensions project nowadays which you can find on code codeplex code a href http www codeplex com powershellcx rel nofollow here a p 
161,2008-08-07T13:13:37Z, p i use a href http code google com p msysgit rel nofollow msys git a on windows every single day works fast and flawlessly p p although the newer build has some problems with git svn a href http msysgit googlecode com files git preview exe rel nofollow this build git preview exe a has a working git svn p 
162,2008-08-07T15:57:16Z, p without doing detailed analysis i d guess that it s faster because of the question marks these allow the regular expression to be lazy and stop as soon as they have enough to match rather than checking if the rest of the input matches p p i m not entirely happy with this answer though because this mostly applies to question marks after or if i were more familiar with the input it might make more sense to me p p also for the code formatting you can select all of your code and press kbd ctrl kbd kbd k kbd to have it add the four spaces required p 
163,2008-08-07T15:58:31Z, p i agree with you in that it is quite an annoyance to me i also copy and paste my address into the second input p p that being said for less savvy users it is probably a good idea watching my mother type is affirmation that many users do not look at the screen when they type when she s using her laptop she resembles linus from peanuts when he s playing the piano if it s important for you to have the user s correct email address then i would say having a confirmation input is a very good idea one of these days i ll probably type my email address wrong in the first box and paste it wrong into the second box and then feel like a complete idiot p 
164,2008-08-07T16:00:04Z, p i would just use one input box the confirm input is a remnant form the confirm password method p p with passwords this is useful because they are usually typed as little circles so you can t just look at it to make sure that you typed it correctly p p with a regular text box you can visually check your input so there is no need for a confirmation input box p 
165,2008-08-07T16:02:00Z, p i agree with justin while most technical folks will use the copy paste method for the less savvy users it is a good practice p p one more thing that i would add is that the second field should have the auto complete feature disabled this ensures that there is human input from either method on at least one of the fields p 
166,2008-08-07T16:16:37Z, p i d say that this is ok but should only be reserved for forms where the email is essential if you mistype your email for your flight booking then you have severed the two way link between yourself and the other party and risk not getting the confirmation number here on stackoverflow it would only mean your gravatar would not be loaded p p i d consider myself fairly techie but i always fill in both fields wo cut paste if i regard it to be important enough p 
167,2008-08-07T16:24:02Z, p the reason why is slower is that d is a greedy quantifier using or is going to do lazy quantifing see a href http msdn microsoft com en us library d vs aspx rel nofollow msdn quantifiers a for more info p p you may want to try p pre code e d mz br code pre p that may be faster for you p 
168,2008-08-07T16:34:49Z, p as long as a field is viewable you do not need a confirm box as long as you do some form validation to be sure that it is at least in valid format for an email address let the user manage the rest of the issues p 
169,2008-08-07T16:36:19Z, p i ve seen plenty of people type their email address wrong and i ve also looked through user databases full of invalid email address p p the way i see it you ve got two options use a second box to confirm the input or send an authentication activation email p p both are annoyances so you get to choose which you think will annoy your users less p p most would argue that having to find an email and click on a link is more annoying but it avoids the copy paste a bad address issue and it allows you to do things like delete or roll back users if they don t activate after say hours p 
170,2008-08-07T17:38:05Z, p within your overridden processcmdkey how are you determining which key has been pressed p p the value of keydata the second parameter will change dependant on the key pressed and any modifier keys so for example pressing the left arrow will return code shift left will return ctrl left and alt left p p you can extract the modifiers and the key pressed by anding with appropriate enum values p pre code protected override bool processcmdkey ref message msg keys keydata bool shiftpressed keydata amp keys shift keys unmodifiedkey keydata amp keys keycode rest of code goes here code pre 
171,2008-08-07T17:53:38Z, p i m not sure if this would be handled exactly the same way for webstart but we ran into this situation in a desktop application when dealing with a set of native libraries dlls in our case p p loading liba before libb should work unless one of those libraries has a dependency that is unaccounted for and not in the path my understanding is that once it gets to a system loadlibrary call i e java has found the library in its java library path and is now telling the os to load it it is completely dependent on the operating system to find any dependent libraries because at that point it is the operating system that is loading the library for the process and the os only knows how to look in the system path that seems hard to set in the case of a webstart app but there is a way around this that does not involve static compiling you may be able to shuffle where your libraries are i am unsure p p if you use a custom classloader you can override loadlibrary and findlibrary so that it can locate your libraries from within a jar in your classpath and if you also make it aware of your native library dependencies i e libb depends on liba depends on libx then when loading libb you can catch yourself and ensure you load liba first and in checking that notice and load libx first then the os doesn t try to find a library that isn t in your path it s klunky and a bit painful but ensuring java finds them and loads them all in the correct order can work p 
172,2008-08-07T19:17:11Z, p a href http toadworld com toad for ms sql a looks pretty good i ve never used it personally but i have used quest s other products and they re solid p 
173,2008-08-07T19:25:57Z, p there is an a href http www microsoft com downloads details aspx familyid c a ae bd e d b a f bf amp displaylang en rel nofollow express version on ssms a that has considerably fewer features but still has the basics p 
174,2008-08-07T20:31:12Z, p i ve started using a href http www linqpad net linqpad a in addition to being more lightweight than ssms you can also practice writing linq queries way more fun than boring old tsql p 
175,2008-08-07T20:57:40Z, p you should probably write some automated tests for each condition you can think of and then just start brainstorming more writing the tests as you think of them this way you can see for sure it will work and will continue to work if you make further changes look up test driven development if you like the results p 
176,2008-08-07T21:11:52Z, p you need to set the run time library under c c gt code generation for all projects to static linkage which correlates to the following default building configurations p ul li multithreaded debug release li li singlethreaded debug release li ul p as opposed to the dll versions of those libraries p p even if you do that depending on the libraries you re using you might have to install a merge module framework etc it depends on whether static lib versions of your dependencies are available p 
177,2008-08-07T21:20:33Z, p okay how about these the difference between the approaches should speak for themselves p p also this is tested about as far as i can throw it the warranty lasts until now p p hope it helps p pre code module module public function isinbusinesshours byval d as date as boolean return not d hour lt gt orelse d dayofweek dayofweek saturday orelse d dayofweek dayofweek sunday end function public function addinbusinesshours byval fromdate as date byval hours as integer as date dim work as date fromdate addhours hours while not isinbusinesshours work work work addhours end while return work end function public function loopinbusinesshours byval fromdate as date byval hours as integer as date dim work as date fromdate while hours gt while hours gt andalso isinbusinesshours work work work addhours hours end while while not isinbusinesshours work work work addhours end while end while return work end function sub main dim test as date new date dim hours as integer console writeline date test tostring hours tostring console writeline just skipping addinbusinesshours test hours console writeline looping loopinbusinesshours test hours console readline end sub end module code pre 
178,2008-08-07T22:24:01Z, p i like to implement a href http msdn microsoft com en us library system componentmodel idataerrorinfo aspx rel nofollow idataerrorinfo a and put my validation logic in its error and this columnname properties that way if you want to check programmatically whether there s an error you can simply test either of those properties in code or you can hand the validation off to the data binding in web forms windows forms or wpf p p wpf s validatesondataerror binding property makes this particularly easy p 
179,2008-08-07T22:49:55Z, p i know this is a little late in the game but the url mentioned for the javascript is mentioned in a list of sites known to have been part of the asprox bot resurgence that started up in june at least that s when we were getting flagged with it some details about it are mentioned below p p a href http www bloombit com articles ascii encoded binary string automated sql injection aspx rel nofollow http www bloombit com articles ascii encoded binary string automated sql injection aspx a p p the nasty thing about this is that effectively every varchar type field in the database is infected to spit out a reference to this url in which the the browser gets an tiny iframe that turns it into a bot a basic sql fix for this can be found here p p a href http aspadvice com blogs programming_shorts archive asprox recovery aspx rel nofollow http aspadvice com blogs programming_shorts archive asprox recovery aspx a p p the scary thing though is that the virus looks to the system tables for values to infect and a lot of shared hosting plans also share the database space for their clients so most likely it wasn t even your dad s site that was infected but somebody else s site within his hosting cluster that wrote some poor code and opened the door to sql injection attack p p if he hasn t done so yet i d send an urgent e mail to their host and give them a link to that sql code to fix the entire system you can fix your own affected database tables but most likely the bots that are doing the infection are going to pass right through that hole again and infect the whole lot p p hopefully this gives you some more info to work with p p edit one more quick thought if he s using one of the hosts online design tools for building his website all of that content is probably sitting in a column and was infected that way p 
180,2008-08-07T23:08:54Z, p i ve done quite a few projects using community server if you re okay with the out of the box functionality or you don t mind sticking to the version you start with i think you ll be very happy p p the times i ve run into headaches using cs is when the client wants functionality cs does not provide but also insists on keeping the ability to upgrade to the latest version whenever telligent releases an update you can mostly support that by making all of your changes either in a separate project or by only modifying aspx ascx files no codebehinds some kind of merge is going to be required though no matter how well you plan it out p 
181,2008-08-07T23:13:21Z, p community server itself has been very solid for me but if all you need is a blogging engine then it may be overkill skinning it for example is quite a bit of work despite their quite powerful chameleon theme engine p p i d probably look closer at one of the dedicated blog engines out there like blogengine net dasblog or subtext if that s all you need go with community server if you think you ll want more community focused features like forums etc p 
182,2008-08-07T23:47:57Z, p if you are already spending time in visual studio then you can always use the strong server explorer strong to connect to any net compliant database server p p provided you re using professional or greater you can create and edit tables and databases run queries etc p 
183,2008-08-07T23:49:13Z, p have you had a look at the a href http trac sitecore net blog rel nofollow title bristol university language engineering course shared source blog module a for sitecore p 
184,2008-08-08T00:02:35Z, p there s an a href http blog sapien com index php out twitter out twitter script a i use for posting to twitter it s nice as it means you can send something to twitter without the risk of being distracted by a browser p p i added an alias for it twit p p so now you can type for example p pre code ps c gt trying out stack overflow twit br code pre p and if successfully lodged it will return an integer that identifies your post p 
185,2008-08-08T00:07:08Z, p terrapin re p blockquote p if all you have is a bunch of simple public set get properties they might as well be fields p blockquote p properties have other advantages over fields they re a more explicit contract they re serialized they can be debugged later they re a nice place for extension through inheritance the clunkier syntax is an accidental complexity net for example overcomes this p p a common and flawed practice is to start with public fields and turn them into properties later on an as needed basis this breaks your contract with anyone who consumes your class so it s best to start with properties p 
186,2008-08-08T00:15:04Z, p expression engine with the multi site manager works great for that kind of situation p 
187,2008-08-08T02:22:08Z, p i ve worked with the following formula pseudocode with some success p now lt number of minutes since the work day started br delay lt number of minutes in the delay br day lt length of a work day in minutes br br x lt now delay day integer division br y lt now delay day modulo remainder br br return startoftoday x in days y in minutes br 
188,2008-08-08T03:00:36Z, p i too have always heard having an auto incrementing int is good for performance even if you don t actually use it p 
189,2008-08-08T03:04:29Z, p when dealing with indexes you have to determine what your table is going to be used for if you are primarily inserting rows a second and not doing any querying then a clustered index is a hit to performance if you are doing queries a second then not having an index will lead to very bad performance the best thing to do when trying to tune queries indexes is to use the query plan analyzer and sql profiler in sql server this will show you where you are running into costly table scans or other performance blockers p p as for the guid vs id argument you can find people online that swear by both i have always been taught to use guids unless i have a really good reason not to jeff has a good post that talks about the reasons for using guids a href http www codinghorror com blog archives html http www codinghorror com blog archives html a p p as with most anything development related if you are looking to improve performance there is not one single right answer it really depends on what you are trying to accomplish and how you are implementing the solution the only true answer is to test test and test again against performance metrics to ensure that you are meeting your goals p p edit matt after doing some more research on the guid id debate i came across this post like i mentioned before there is not a true right or wrong answer it depends on your specific implementation needs but these are some pretty valid reasons to use guids as the primary key p blockquote p for example there is an issue known as a hotspot where certain pages of data in a table are under relatively high currency contention basically what happens is most of the traffic on a table and hence page level locks occurs on a small area of the table towards the end new records will always go to this hotspot because identity is a sequential number generator these inserts are troublesome because they require exlusive page lock on the page they are added to the hotspot this effectively serializes all inserts to a table thanks to the page locking mechanism newid on the other hand does not suffer from hotspots values generated using the newid function are only sequential for short bursts of inserts where the function is being called very quickly such as during a multi row insert which causes the inserted rows to spread randomly throughout the table s data pages instead of all at the end thus eliminating a hotspot from inserts p p also because the inserts are randomly distributed the chance of page splits is greatly reduced while a page split here and there isnt too bad the effects do add up quickly with identity page fill factor is pretty useless as a tuning mechanism and might as well be set to rows will never be inserted in any page but the last one with newid you can actually make use of fill factor as a performance enabling tool you can set fill factor to a level that approximates estimated volume growth between index rebuilds and then schedule the rebuilds during off peak hours using dbcc reindex this effectively delays the performance hits of page splits until off peak times p p if you even em think em you might need to enable replication for the table in question then you might as well make the pk a uniqueidentifier and flag the guid field as rowguidcol replication will require a uniquely valued guid field with this attribute and it will add one if none exists if a suitable field exists then it will just use the one thats there p p yet another huge benefit for using guids for pks is the fact that the value is indeed guaranteed unique not just among all values generated by em this em server but all values generated by em all em computers whether it be your db server web server app server or client machine pretty much every modern language has the capability of generating a valid guid now in net you can use system guid newguid this is very handy when dealing with cached master detail datasets in particular you dont have to employ crazy temporary keying schemes just to relate your records together before they are committed you just fetch a perfectly valid new guid from the operating system for each new record s permanent key value at the time the record is created p p a href http forums asp net t aspx http forums asp net t aspx a p blockquote 
190,2008-08-08T03:04:55Z, p the primary key serves three purposes p ul li indicates that the column s should be unique li li indicates that the column s should be non null li li document the intent that this is the unique identifier of the row li ul p the first two can be specified in lots of ways as you have already done p p the third reason is good p ul li for humans so they can easily see your intent li li for the computer so a program that might compare or otherwise process your table can query the database for the table s primary key li ul p a primary key doesn t have to be an auto incrementing number field so i would say that it s a good idea to specify your guid column as the primary key p 
191,2008-08-08T05:21:07Z, p what type is selectedyear a datetime if so then you might need to convert to a string p 
192,2008-08-08T06:25:50Z, p a primary key needn t be an autoincrementing field in many cases this just means you are complicating your table structure p p instead a primary key should be the minimum collection of attributes note that most dbms will allow a composite primary key that uniquely identifies a tuple p p in technical terms it should be the field that every other field in the tuple is fully functionally dependent upon if it isn t you might need to normalise p p in practice performance issues may mean that you merge tables and use an incrementing field but i seem to recall something about premature optimisation being evil p 
193,2008-08-08T13:06:16Z, p it tends to take an inexperienced team longer to build tier it s more code so more bugs i m just playing the devil s advocate though p 
194,2008-08-08T13:08:40Z, p i guess a fairly big downside is that the extra volume of code that you have to write manage and maintain for a strong small strong project may just be overkill p p it s all down to what s appropriate for the size of the project the expected life of the final project and the budget sometimes whilst doing things properly is appealing doing something a little more lightweight can be the right commercial decision p 
195,2008-08-08T13:18:38Z, p i would be pushing hard for the n tiered approach even if it s a small project if you use an orm tool like codesmith nettiers you will be able to quickly setup the projects and be developing code that solves your business problems quickly p p it kills me when you start a new project and you spend days sitting around spinning wheels talking about how the architecture should be architected you want to be spending time solving the business problem not solving problems that other people have solved for you using an orm it doesn t really matter which one just pick one and stick to it to help you get initial traction will help keep you focussed on the goals of the project and not distract you trying to solve architecture issues p p if at the end of the day the architect wants to go the one project approach there is no reason you can t create an app_code folder with a bll and dal folder to seperate the code for now which will help you move to an n tiered solution later p 
196,2008-08-08T13:58:59Z, p as with anything abstraction creates complexity and so the complexity of doing n tiered should be properly justified e g does n tiered actually benefit the system there em will em be small systems that will work best with n tiered although a lot of them will not p p also even if your system is small at the moment you might want to add more features to it later not going n tiered em might em consitute a sort of technical debt on your part so you have to be careful p 
197,2008-08-08T14:53:12Z, p i am looking for many answers to learn about new tools and consolidate this knowledge in a one question thread so i doubt there will be true answer to this question p p my answer to my own question is that we use p ul li findbugs to look for common errors bad coding run from maven and also integrates easily into eclipse li li cobertura for our coverage reports run from maven li ul p hudson also has a task scanner plugin that will display a count of your todo and fixmes as well as show where they are in the source files p p all are integrated with maven x in our case and tied into hudson which runs our builds on check in as well as extra things nightly and weekly hudson trend graphs our junit tests coverage findbugs as well as open tasks there is also a hudson plugin that reports and graphs our compile warnings we also have several performance tests with their own graphs of performance and memory use over time using the hudson plots plugin as well p 
198,2008-08-08T15:34:28Z, p when it comes to full text searching for my money nothing beats a href http lucene apache org rel nofollow lucene a there is a a href http incubator apache org projects lucene net html rel nofollow net port available a that is compatible with indexes created with the java version p p there s a little work involved in that you have to create maintain the indexes but the search speed is fantastic and you can create all sorts of interesting queries even indexing speed is pretty good we just completely rebuild our indexes once a day and don t worry about updating them p p as an example a href http www wateronline com search mvc keyword wastewater rel nofollow this search functionality a is powered by lucene net p 
199,2008-08-08T15:42:21Z, p openid seems to be a very good alternative to writing your own user management authentication piece i m seeing more and more sites using openid these days so the barrier to entry for your users should be relatively low p 
200,2008-08-08T15:44:12Z, p i like openid but i d still go with the email address unless your user community is very technically savvy it s still much easier for most people to understand and remember p 
201,2008-08-08T15:46:12Z, p strong email address strong p p rational p ol li users don t change emails very often li li removes the step of asking for username and email address which you ll need anyway li li users don t often forget their email address see number one li li email will be unique unless the user already registered for the site in which case forward them to a forgot your password screen li li almost everyone is using email as the primary login for access to a website this means the rate of adoption shouldn t be affected by the fact that you re asking for an email address li ol hr p strong update strong p p after registration be sure to ask the user to create some kind of username don t litter a public site with their email address also another benefit of using an email address as a login you won t need any other information like password password confirm just send them a temp password through the mail or forgo passwords altogether and send them a one use url to their email address every time they d like to login see a href http mugshot org main mugshot org a p 
202,2008-08-08T15:46:36Z, p i personally would say email w verification openid is a great idea but i find that finding a provider that your already with is a pain i only had an openid for here cause just days before beta i decided to start a blog on blogspot but everyone on the internet has en email address especially when dealing with businesses people aren t very opt to using there personal blog or whatnot for a business login p 
203,2008-08-08T15:48:06Z, p i think that openid is definitely worth looking at besides giving you a framework in which to provide a unified id for customers it can also provide large businesses with the ability to manage their own logins and provide a common login across all products that they use including your own this isn t that large of a benefit now when openid is still relatively rare but as more products begin to use it i suspect that the ability to use a common company openid login for each employee could become a good selling point p p since you re mostly catering to businesses i don t think that it s all that unreasonable to offer to host the openid accounts yourself i just think that the extra flexibility will benefit your customers p 
204,2008-08-08T15:49:41Z, p openid is very slick and something you should seriously consider as it basically removes the requirement to save local usernames and passwords and worry about authentication p p a lot of sites nowadays are using both openid and their own giving users the option p p if you do decide to roll your own i d recommend using the email address be careful though if you are creating something that groups users by an account say a company that has several users in this case the email address might be used more than once if they do work for more than one company for example and you should allow that p p hth p 
205,2008-08-08T15:54:51Z, p if most of your customers are mostly businesses then i think that using anything other than email creates problems for your customers most people are comfortable with email address login and since they are a business customer will likely want to use their work email rather than a personal account openid creates a situation where there is a third party involved and many businesses don t like a third party involved p 
206,2008-08-08T16:40:43Z, p i ve had to do this before the only real way to do it is to manually match up the various locations use your database s console interface and grouping select statements first add your company name field then p pre code select count as repcount location name from mytable br where company name is null br group by location name br order by repcount desc br limit br code pre p figure out what company the location at the top of the list belongs to and then update your company name field with an update where location name the location statement p p p s you should really break your company names and location names out into separate tables and refer to them by their primary keys p p update wow no duplicates how many records do you have p 
207,2008-08-08T16:41:29Z, p please update the question do you have a list of companynames available to you i ask because you maybe able to use levenshtein algo to find a relationship between your list of companynames and locationnames p hr p strong update strong p blockquote p there is not a list of company names i will have to generate the company name from the most descriptive or best location name that represents the multiple locations p blockquote p okay try this p ol li build a list of candidate companynames by finding locationnames made up of mostly or all alphabetic characters you can use a href http us php net manual en book pcre php rel nofollow regular expressions a for this store this list in a separate table li li sort that list alphabetically and manually determine which entries should be companynames li li compare each companyname to each locationname and come up with a match score use a href http us php net manual en function levenshtein php rel nofollow levenshtein a or some other string matching algo store the result in a separate table li li set a threshold score such that any matchscore lt threshold will not be considered a match for a given companyname li li manually vet through the locationnames by companyname locationname matchscore and figure out which ones actually match ordering by matchscore should make the process less painful li ol p the whole purpose of the above actions is to automate parts and limit the scope of your problem it s far from perfect but will hopefully save you the trouble of going through k records by hand p 
208,2008-08-08T16:44:48Z, p i was going to recommend some complicated token matching algorithm but it s really tricky to get right and if you re data does not have a lot of correlation typos etc then it s not going to give very good results p p i would recommend you submit a job to the a href http www mturk com mturk welcome rel nofollow amazon mechanical turk a and let a human sort it out p 
209,2008-08-08T16:47:35Z, p ideally you d probably want a separate table named company and then a company_id column in this location table that is a foreign key to the company table s primary key likely called id that would avoid a fair bit of text duplication in this table over rows an integer foreign key would save quite a bit of space over a varchar column p p but you re still faced with a method for loading that company table and then properly associating it with the rows in location there s no general solution but you could do something along these lines p ol li create the company table with an id column that auto increments depends on your rdbms li li find all of the unique company names and insert them into company li li add a column company_id to location that accepts nulls for now and that is a foreign key of the company id column li li for each row in location determine the corresponding company and update that row s company_id column with that company s id this is likely the most challenging step if your data is like what you show in the example you ll likely have to take many runs at this with various string matching approaches li li once all rows in location have a company_id value then you can alter the company table to add a not null constraint to the company_id column assuming that every location em must em have a company which seems reasonable li ol p if you can make a copy of your location table you can gradually build up a series of sql statements to populate the company_id foreign key if you make a mistake you can just start over and rerun the script up to the point of failure p 
